,campus,lon,lat,total,pop,rate,state
1546,Regent University,-76.193004,36.8020933,15,61543,0.24,virginia
1547,Regis College,-71.3076196,42.3502721,8,21377,0.37,massachusetts
1548,Regis University,-105.0306251,39.7891287,157,152941,1.03,colorado
1549,Reinhardt University,-84.55241,34.3188796,99,16037,6.17,georgia
1550,Remington College-Dallas Campus,-96.653972,32.8606745,44,14598,3.01,texas
1552,Remington College-Memphis Campus,-89.989384,35.0714062,35,11541,3.03,tennessee
1553,Remington College-Tampa Campus,-82.7577245,27.8921909,13,6860,1.9,florida
1554,Rensselaer Hartford Graduate Center Inc,-72.6739222,41.7734042,15,10102,1.48,connecticut
1555,Rensselaer Polytechnic Institute,-73.6788026,42.730172,267,96573,2.76,new york
1556,Research College of Nursing,-94.5569221,39.0066129,149,4681,31.83,missouri
2431,Resurrection University,-87.6853019,41.9072566,23,3435,6.7,illinois
1557,Rhode Island College,-71.461204,41.842207,185,124827,1.48,rhode island
1558,Rhode Island School of Design,-71.4074596,41.8259947,218,32522,6.7,rhode island
1559,Rhodes College,-89.9892872,35.1550839,145,24330,5.96,tennessee
1560,Rice University,-95.4018312,29.7173941,498,76709,6.49,texas
1561,Richmont Graduate University,-85.274955,35.036346,25,3225,7.75,tennessee
1562,Rider University,-74.738187,40.279623,488,78825,6.19,new jersey
1563,Ringling College of Art and Design,-82.547666,27.3602556,62,16485,3.76,florida
1564,Ripon College,-88.8409595,43.8432217,212,13626,15.56,wisconsin
1565,Rivier University,-71.4546207,42.7380614,114,31966,3.57,new hampshire
1566,Roanoke College,-80.0556669,37.2974291,107,27638,3.87,virginia
1567,Robert Morris University,-80.2119215,40.5215511,134,70219,1.91,pennsylvania
1568,Robert Morris University Illinois,-87.6271937,41.8763084,9,64377,0.14,illinois
1569,Roberts Wesleyan College,-77.798531,43.12574,102,23919,4.26,new york
1570,Rochester College,-83.1449135,42.6675213,71,14183,5.01,michigan
1571,Rochester Institute of Technology,-77.6705143,43.0861017,565,213710,2.64,new york
1572,Rockford University,-89.0184645,42.2696337,261,19205,13.59,illinois
1573,Rockhurst University,-94.5727686,39.0310992,106,38040,2.79,missouri
1574,Rocky Mountain College,-108.5581514,45.7965967,22,13008,1.69,montana
1575,Rocky Mountain College of Art and Design,-105.0699551,39.7433344,35,8098,4.32,colorado
2739,Rocky Mountain University of Health Professions,-111.6560271,40.2118564,1,1401,0.71,utah
1576,Roger Williams University,-71.2594597,41.6510618,256,64152,3.99,rhode island
1577,Roger Williams University School of Law,-71.2619,41.650929,219,7502,29.19,rhode island
1578,Rogers State University,-95.639265,36.3192003,71,55935,1.27,oklahoma
1579,Rollins College,-81.348326,28.592242,269,48308,5.57,florida
1580,Roosevelt University,-87.6251552,41.8760637,69,98229,0.7,illinois
1581,Rosalind Franklin University of Medicine and Science,-87.8591752,42.2999837,17,24990,0.68,illinois
1582,Rose-Hulman Institute of Technology,-87.3234824,39.4830622,86,23914,3.6,indiana
2550,Roseman University of Health Sciences,-115.0646044,36.0731616,1,8841,0.11,nevada
1583,Rosemont College,-75.3289496,40.0340798,65,12713,5.11,pennsylvania
1584,Rowan University,-75.1189478,39.7098595,319,152931,2.09,new jersey
1586,Rust College,-89.4476005,34.7764601,88,12395,7.1,mississippi
1587,Rutgers University-Camden,-75.1224065,39.9481501,288,79731,3.61,pennsylvania
1588,Rutgers University-New Brunswick,-74.4473991,40.5008186,1895,534312,3.55,new jersey
1589,Rutgers University-Newark,-74.1753095,40.741187,200,152380,1.31,new jersey
1590,Sacred Heart Major Seminary,-83.1104511,42.3747606,22,5983,3.68,michigan
1592,Sacred Heart University,-73.2429089,41.2222759,250,86320,2.9,connecticut
1593,Saginaw Valley State University,-83.9625431,43.5142012,207,137927,1.5,michigan
1594,Saint Ambrose University,-90.5807611,41.5404254,338,50585,6.68,iowa
1595,Saint Anselm College,-71.5072307,42.9874723,119,25301,4.7,new hampshire
1596,Saint Anthony College of Nursing,-89.0073268,42.2697116,2,2406,0.83,illinois
1597,Saint Augustine College,-87.6637856,41.9723174,20,21689,0.92,illinois
1598,Saint Augustine's University,-78.6201059,35.7856217,285,19331,14.74,north carolina
1599,Saint Catharine College,-85.2625455,37.7092007,64,10974,5.83,kentucky
1600,Saint Charles Borromeo Seminary-Overbrook,-75.2564549,39.9916953,1,3954,0.25,pennsylvania
1601,Saint Cloud State University,-94.151093,45.552525,400,235152,1.7,minnesota
1602,Saint Edward's University,-97.7538582,30.2297224,179,69067,2.59,texas
1603,Saint Francis Medical Center College of Nursing,-89.5901983,40.7012608,672,5919,113.53,illinois
1604,Saint Francis University,-78.6390151,40.5066694,147,31113,4.72,pennsylvania
1605,Saint John Fisher College,-77.511511,43.115372,63,51152,1.23,new york
1608,Saint Johns River State College,-81.6814699,29.6463426,15,71946,0.21,florida
1609,Saint Johns University,-73.7946899,40.7215967,240,28278,8.49,new york
1610,Saint Joseph Seminary College,-90.1134631,30.5267764,2,1744,1.15,louisiana
1611,Saint Joseph's College of Maine,-70.4828684,43.8267427,52,45650,1.14,maine
1612,Saint Joseph's College-New York,-73.9677729,40.690509,16,39116,0.41,new york
1613,Saint Joseph's University,-75.2415142,39.994678,303,113654,2.67,pennsylvania
1614,Saint Josephs College,-87.155951,40.919613,150,14623,10.26,indiana
1615,Saint Leo University,-82.257251,28.335714,112,194306,0.58,florida
1616,Saint Louis Christian College,-90.2946942,38.7755442,7,3710,1.89,missouri
1617,Saint Louis University,-90.2338232,38.6354598,410,221868,1.85,missouri
1618,Saint Luke's College of Health Sciences,-94.5945983,39.0517215,23,2102,10.94,missouri
1619,Saint Martin's University,-122.8152112,47.0406382,95,23221,4.09,washington
1623,Saint Mary-of-the-Woods College,-87.463832,39.505481,45,19070,2.36,indiana
1620,Saint Mary's College,-122.1101353,37.8413472,100,21262,4.7,california
1621,Saint Mary's College of California,-122.1101353,37.8413472,492,57875,8.5,california
1622,Saint Mary's University of Minnesota,-91.6957884,44.0458786,67,76527,0.88,minnesota
1624,Saint Meinrad School of Theology,-86.810615,38.1659999,14,2664,5.26,indiana
1625,Saint Michael's College,-73.1627561,44.4951628,105,34786,3.02,vermont
1626,Saint Norbert College,-88.0663767,44.44485,92,28041,3.28,wisconsin
1627,Saint Paul School of Theology,-94.635737,38.931914,35,3729,9.39,kansas
1628,Saint Peter's University,-74.0715029,40.7272231,166,43282,3.84,new jersey
1629,Saint Vincent College,-79.4003653,40.2914205,65,24340,2.67,pennsylvania
1630,Saint Vincent de Paul Regional Seminary,-80.125382,26.51699,6,1028,5.84,florida
1631,Saint Vincent Seminary,-79.4010168,40.2933666,9,935,9.63,pennsylvania
1633,Saint Xavier University,-87.7161308,41.7068972,166,71144,2.33,illinois
1634,Salem College,-80.2397989,36.0872891,85,15088,5.63,north carolina
1635,Salem International University,-80.5710545,39.2889078,130,8818,14.74,west virginia
1636,Salem State University,-70.890682,42.503103,413,133729,3.09,massachusetts
1637,Salisbury University,-75.6039191,38.3449217,261,108409,2.41,maryland
1638,Salish Kootenai College,-114.111796,47.597485,89,14661,6.07,montana
1639,Salus University,-75.1290737,40.0861062,2,16663,0.12,pennsylvania
1640,Salve Regina University,-71.2992732,41.4723849,137,35610,3.85,rhode island
1641,Sam Houston State University,-95.5468268,30.7138158,129,227226,0.57,texas
1642,Samford University,-86.794942,33.4640198,161,59435,2.71,alabama
1643,Samuel Merritt University,-122.266333,37.820291,25,17217,1.45,california
1644,San Diego Christian College,-116.9777368,32.8429721,46,8588,5.36,california
1645,San Diego State University,-117.0718893,32.7757217,1861,457918,4.06,california
1646,San Francisco Art Institute,-122.417167,37.803376,69,8378,8.24,california
1647,San Francisco Conservatory of Music,-122.4203844,37.7755592,4,4679,0.85,california
1648,San Francisco State University,-122.4782094,37.721897,817,412049,1.98,california
1649,San Francisco Theological Seminary,-122.5649805,37.969617,18,5741,3.14,california
1650,San Joaquin College of Law,-119.6976972,36.8246434,1,2337,0.43,california
1651,San Jose State University,-121.8810715,37.3351874,727,425595,1.71,california
2740,Sanford-Brown College-Brooklyn Center,-93.3057373,45.0649773,3,715,4.2,minnesota
1652,Sanford-Brown College-Chicago,-87.6344475,41.8822641,8,24830,0.32,illinois
2498,Sanford-Brown College-Las Vegas,-115.0957411,36.022326,2,4793,0.42,nevada
1653,Sanford-Brown College-Mendota Heights,-93.163245,44.865086,65,19423,3.35,minnesota
1654,Sanford-Brown College-Orlando,-81.4022857,28.4711221,7,10564,0.66,florida
2588,Sanford-Brown College-San Antonio,-98.5582727,29.518633,1,3459,0.29,texas
2499,Sanford-Brown College-Seattle,-122.2550038,47.450319,6,4362,1.38,washington
1655,Sanford-Brown College-Tampa,-82.504611,27.953211,6,22510,0.27,florida
1656,Santa Barbara Business College-Bakersfield,-119.061241,35.359738,10,7357,1.36,california
1657,Santa Barbara Business College-Santa Maria,-120.433375,34.937793,2,3179,0.63,california
1659,Santa Clara University,-121.9389875,37.3496418,203,117010,1.73,california
1660,Santa Fe College,-82.4331235,29.6806195,69,203914,0.34,florida
1661,Santa Fe University of Art and Design,-105.9775895,35.6569559,117,13788,8.49,new mexico
1662,Sarah Lawrence College,-73.8433974,40.9360524,271,23469,11.55,new york
1663,Savannah College of Art and Design,-81.0939362,32.0729733,111,122340,0.91,georgia
1664,Savannah State University,-81.0634775,32.0248033,502,50025,10.03,georgia
1665,Saybrook University,-122.2722584,37.8045264,3,6962,0.43,california
1666,Schiller International University,-82.75747,27.893924,7,3457,2.02,florida
1667,School of the Art Institute of Chicago,-87.6249193,41.8802861,282,42510,6.63,illinois
1669,School of Visual Arts,-73.982227,40.738754,184,58456,3.15,new york
1670,Schreiner University,-99.130819,30.031826,79,12718,6.21,texas
1671,Scripps College,-117.7102128,34.1039348,110,12853,8.56,california
1672,Seattle Central College,-122.3215842,47.6162684,107,98542,1.09,washington
1673,Seattle Institute of Oriental Medicine,-122.3232953,47.678146,4,434,9.22,washington
1674,Seattle Pacific University,-122.3615366,47.6495805,195,55108,3.54,washington
1675,Seattle University,-122.3177135,47.6092282,191,100646,1.9,washington
1676,Seminole State College of Florida,-81.3054934,28.744246,99,205253,0.48,florida
1677,Sentara College of Health Sciences,-76.242808,36.776837,1,3841,0.26,virginia
1678,Seton Hall University,-74.2471001,40.743011,503,135639,3.71,new jersey
1679,Seton Hill University,-79.5579127,40.3090134,174,27893,6.24,pennsylvania
1680,Sewanee-The University of the South,-85.9208646,35.2050177,341,21769,15.66,tennessee
1681,Sh'or Yoshuv Rabbinical College,-73.7401548,40.6051718,4,2640,1.52,new york
1682,Shasta Bible College and Graduate School,-122.3142728,40.5657856,12,1433,8.37,california
1683,Shaw University,-78.6376573,35.7712425,368,35455,10.38,north carolina
1684,Shawnee State University,-82.9940843,38.7308829,131,56674,2.31,ohio
1685,Shenandoah University,-78.1583388,39.1660159,172,47116,3.65,virginia
1686,Shepherd University,-77.805377,39.431069,312,60871,5.13,west virginia
1687,Sherman College of Straight Chiropractic,-81.9859468,35.0146754,3,4306,0.7,south carolina
1688,Shimer College,-87.6273987,41.8323306,292,1476,197.83,illinois
1689,Shippensburg University of Pennsylvania,-77.5234365,40.0603939,299,107962,2.77,pennsylvania
1690,Shorter University,-85.1965445,34.2575579,30,24520,1.22,georgia
2500,Shorter University-College of Adult & Professional Programs,-85.1965445,34.2575579,2,15460,0.13,georgia
1691,Siena College,-73.7521951,42.718452,340,42990,7.91,new york
1692,Siena Heights University,-84.0157096,41.9059214,314,30441,10.32,michigan
1693,Sierra Nevada College,-119.937574,39.244983,18,11261,1.6,nevada
1694,Silver Lake College of the Holy Family,-87.7442676,44.0710708,1,11764,0.09,wisconsin
1695,Simmons College,-71.1006594,42.3390666,248,64197,3.86,massachusetts
2742,Simmons College of Kentucky,-85.7648298,38.2394955,1,603,1.66,kentucky
1696,Simpson College,-93.563626,41.364988,162,27041,5.99,iowa
1697,Simpson University,-122.331991,40.614033,45,15250,2.95,california
1698,Sinte Gleska University,-100.6227345,43.2988898,122,14514,8.41,south dakota
1699,Sioux Falls Seminary,-96.7358634,43.5254424,1,1795,0.56,south dakota
1700,SIT Graduate Institute,-72.5659205,42.8860292,6,7086,0.85,vermont
1701,Sitting Bull College,-100.6747776,46.0854433,11,3691,2.98,north dakota
1702,Skagit Valley College,-122.3086072,48.4382193,168,76843,2.19,washington
1703,Skidmore College,-73.7841811,43.0972759,280,37931,7.38,new york
1705,Slippery Rock University of Pennsylvania,-80.0411939,41.0628023,109,115175,0.95,pennsylvania
1706,Smith College,-72.6372341,42.3180957,176,40412,4.36,massachusetts
1707,Snow College,-111.582928,39.36128,86,55970,1.54,utah
1708,Sofia University,-122.108785,37.430285,2,6004,0.33,california
1709,Sojourner-Douglass College,-76.6006092,39.2941137,10,15635,0.64,maryland
2462,Soka University of America,-117.7324641,33.5577455,9,4320,2.08,california
1710,Sonoma State University,-122.6741812,38.3393866,352,118911,2.96,california
1711,South Baylo University,-117.9587593,33.8482669,6,7564,0.79,california
1712,South Carolina State University,-80.855083,33.495362,685,60273,11.36,south carolina
1713,South College,-83.9252372,35.9572851,15,10544,1.42,tennessee
1714,South College-Asheville,-82.5190149,35.5537399,2,2394,0.84,north carolina
1715,South Dakota School of Mines and Technology,-103.2054556,44.072561,78,32940,2.37,south dakota
1716,South Dakota State University,-96.7817535,44.3176308,240,162059,1.48,south dakota
1717,South Florida State College,-81.5116924,27.5700134,20,37183,0.54,florida
2815,South Georgia State College,-82.8545083,31.4977147,12,5190,2.31,georgia
1718,South Seattle College,-122.352932,47.5478284,82,84971,0.97,washington
1719,South Texas College,-98.2532674,26.21648,42,310684,0.14,texas
1720,South Texas College of Law,-95.365083,29.7529299,2,16172,0.12,texas
1721,South University-Columbia,-80.961983,34.098065,19,12966,1.47,south carolina
1722,South University-Montgomery,-86.216207,32.3427121,4,7401,0.54,alabama
1723,South University-Savannah,-81.105116,31.999172,51,56670,0.9,georgia
2524,South University-Tampa,-82.5003099,27.9822988,6,5556,1.08,florida
1724,South University-The Art Institute of Dallas,-96.768102,32.8704957,155,21956,7.06,texas
2744,South University-The Art Institute of Fort Worth,-97.4381572,32.7349281,2,1466,1.36,texas
1725,South University-West Palm Beach,-80.199881,26.6923823,10,10469,0.96,florida
1726,Southeast Missouri State University,-89.528531,37.314985,204,148835,1.37,missouri
1728,Southeastern Bible College,-86.7493457,33.3786684,3,2626,1.14,alabama
1729,Southeastern Louisiana University,-90.4684852,30.515402,656,212825,3.08,louisiana
1730,Southeastern Oklahoma State University,-96.3763534,34.0048309,148,55836,2.65,oklahoma
1731,Southeastern University,-81.917928,28.029681,80,36087,2.22,florida
1732,Southern Adventist University,-85.0522711,35.0482635,97,38684,2.51,tennessee
1733,Southern Arkansas University Main Campus,-93.2307113,33.2927582,191,44972,4.25,arkansas
1734,Southern California Institute of Architecture,-118.2328416,34.0443146,65,5716,11.37,california
1735,Southern California Institute of Technology,-117.9506562,33.8381321,3,6291,0.48,california
1736,Southern California Seminary,-116.9053942,32.7997115,4,2096,1.91,california
1737,Southern California University of Health Sciences,-117.982092,33.924395,18,9923,1.81,california
2746,Southern California University SOMA,-118.3000389,34.0613055,1,428,2.34,california
1738,Southern College of Optometry,-90.0201134,35.1382213,7,5845,1.2,tennessee
1739,Southern Connecticut State University,-72.9474624,41.3325655,273,165034,1.65,connecticut
1740,Southern Illinois University-Carbondale,-89.2179628,37.7136372,1045,285551,3.66,illinois
1741,Southern Illinois University-Edwardsville,-89.9979453,38.7930978,366,190032,1.93,illinois
